subset,product,year,count,min,max,mean,stdev,median,sum,q02.5,q10,q25,q75,q90,q97.5
wilderness,agb_chopping,2009,84920.296875,0,936,25.143068313598633,35.964054107666016,8.55677496081189,2135156.75,0.06754316507795932,0.2701726603118373,0.6754316507795932,39.65702738143707,76.04122704113456,121.79827140443959
wilderness,agb_chopping,2010,85960.0625,0,907,25.95831298828125,36.77661895751953,9.057034889891675,2231378.25,0.06816049089873195,0.2726419635949278,0.6816049089873195,40.78819643303666,78.57638267925506,126.82339690526932
wilderness,agb_chopping,2011,85978.703125,0,956,25.285924911499023,36.027671813964844,8.870301967367501,2174051,0.06769866610201285,0.2707946644080514,0.6769866610201285,39.88501468252396,76.0215328627373,123.958176767044
wilderness,agb_chopping,2012,85998.3203125,0,964,24.781936645507813,35.019805908203125,8.797319471599831,2131205,0.06721178330155407,0.2688471332062163,0.6721178330155406,39.482911491291055,74.12947086864824,119.74154676974324
wilderness,agb_chopping,2013,85993.640625,0,996,24.69525909423828,34.965980529785156,8.825647123426334,2123635.25,0.06758933945950263,0.2703573578380105,0.6758933945950263,39.270054265121615,73.77999824192483,119.5591225324735
wilderness,agb_chopping,2014,85948.0625,0,980,24.562978744506836,34.91773223876953,8.71658991379552,2111140.5,0.06722849701721828,0.2689139880688731,0.6722849701721828,38.84843504125737,73.32597828150726,119.1013524837013
wilderness,agb_chopping,2015,84271.25,0,853,24.60124969482422,35.280975341796875,8.159791319675282,2073178,0.06711829930428462,0.26847319721713847,0.6711829930428462,38.76681882835447,74.80760584729103,119.56973422523262
wilderness,agb_chopping,2016,86144.765625,0,707,26.427684783935547,38.098724365234375,9.223685522459116,2276606.75,0.06811551971990502,0.2724620788796201,0.6811551971990503,41.30395155071501,78.47820131706165,129.06288420128573
wilderness,agb_chopping,2017,86163.78125,0,816,26.679040908813477,38.59257888793945,9.34360418598231,2298767,0.06873790406137241,0.27495161624548964,0.6873790406137241,41.590292020003126,79.12904339953428,129.65023101018943
wilderness,agb_chopping,2018,86209.96875,0,762,25.624408721923828,37.313568115234375,8.864027139416367,2209079.5,0.06755828498029136,0.27023313992116543,0.6755828498029135,39.64390149401581,76.13871449819311,126.81932198417456
wilderness,agb_chopping,2019,86096.2578125,0,693,26.98402976989746,39.023189544677734,9.352339906357708,2323224,0.0684916795156987,0.2739667180627948,0.684916795156987,42.07320864419435,80.29074105763235,131.17298091704654
wilderness,agb_chopping,2020,86108.15625,0,788,26.693859100341797,38.881446838378906,9.20498346046653,2298559,0.06771269370376505,0.2708507748150602,0.6771269370376505,41.42002679943623,79.37605745458899,129.2940072949257
wilderness,agb_chopping,2021,86171.8515625,0,716,24.95968246459961,35.99272155761719,8.73763911209874,2150822,0.06644185633939827,0.26576742535759307,0.6644185633939826,39.395563975529235,74.12208244645123,119.42771410724151
wilderness,agb_esa,2010,666162.9375,0,323,20.864931106567383,34.13393783569336,8.704622771997125,13899444,0.0710899653727493,0.2843598614909972,0.7108996537274928,26.894992612572775,55.808791274489614,132.11358849902228
wilderness,agb_esa,2017,666162.9375,0,315,15.956745147705078,30.765689849853516,2.217421451573366,10629792,0.0562043283372553,0.2248173133490212,0.5620432833725529,17.821352964838375,51.16990456100742,113.52012837290621
wilderness,agb_esa,2018,666162.9375,0,317,15.424262046813965,30.33110237121582,2.121181076063531,10275072,0.055696043527930235,0.22278417411172094,0.5569604352793024,16.617544972262145,49.51895393610118,111.59131090786416
