subset,product,count,min,max,mean,stdev,median,q02.5,q10,q25,q75,q90,q97.5
forest,slope_liu,13.328375816345215,-0.39645516872406006,0.6986818313598633,-0.045332878828048706,0.1881970465183258,-0.0071414794131454545,-0.3877438516114741,-0.34074644711904284,-0.028163432379077136,9.285134070190378e-16,0.1132643686742729,0.2813504651115809
forest,slope_liu,10.592148780822754,-0.21840767562389374,1.804259586990465e-15,-0.06344330310821533,0.062255654484033585,-0.05209748043510015,-0.19712071762384917,-0.16277934224625484,-0.1076754264654362,-0.003344018308257356,1.512602209437475e-16,1.3062458071223522e-15
forest,slope_liu,8.9886627197265625,-0.44648489356040955,0.024133510887622833,-0.1338212788105011,0.10727443546056747,-0.12614524451357012,-0.3557742849149747,-0.23602472810441164,-0.1988195298016126,-0.021524904939747246,2.498982726906706e-16,3.96704594535828e-4
forest,slope_liu,12.779776573181152,-0.23663190007209778,0.1538189798593521,-0.0041132522746920586,0.0817905068397522,1.413336167969099e-17,-0.23155034865260044,-0.06869280778609636,-0.007776147775996615,0.006062186377989904,0.06409050244287026,0.12823396128880976
forest,slope_ltgnn,13338510,-6.963327884674072,6.388067722320557,-0.091313935816288,0.4803999364376068,-3.262660673629959e-19,-1.2709679894765664,-0.5189900979389814,-0.18922854152251442,0.04155013987765636,0.24267469557778032,0.7574343593608773
forest,slope_ltgnn,7110724.5,-9.47646427154541,5.88505744934082,0.163876473903656,0.807256817817688,0.097986341094324525,-1.5963557801090988,-0.381072810092245,-0.0382943909090813,0.37661321572307693,0.8989022566483559,2.0270875839771527
forest,slope_ltgnn,731.73345947265625,-3.115489959716797,3.9794745445251465,0.06108277291059494,0.6248124837875366,0.06008337317417015,-1.4484589439673061,-0.6025147958821838,-0.18755226300206906,0.3357573347032855,0.820244706186051,1.2672832346123246
forest,slope_ltgnn,9489814,-9.1907501220703125,7.8385329246521,-0.291743665933609,1.1366047859191895,-0.00869966508408031,-3.53768306569175,-1.7075330594643154,-0.4933808102018665,0.205178050235672,0.6435764881457291,1.4403103605255998
forest,slope_ltgnn,7706998,-11.367542266845703,6.491242408752441,-0.2435712367296219,0.9001210331916809,-2.288678670214002e-18,-2.8265702906608903,-1.2990522228115513,-0.3770980254464123,0.18000513214304278,0.4686268166213909,0.9391024835434731
forest,slope_ltgnn,6347051.5,-6.932129383087158,7.321838855743408,-0.05505350977182388,0.5425253510475159,0.007637293440310567,-1.5221953802439276,-0.4689061126410029,-0.12002502797162565,0.13535302873910923,0.3231947837527978,0.7383268483801356
forest,slope_ltgnn,8997299,-10.396825790405273,8.627531051635742,0.14450500905513763,0.7249485850334167,0.09650573670428932,-1.3666771569350757,-0.3712166785550005,-0.04572227450440553,0.37388287041180707,0.8416273183950089,1.6076666334182421
forest,slope_xu,116.97628784179688,-0.4375280439853668,0.6568676233291626,0.05449523776769638,0.14729107916355133,0.038982885964220934,-0.18746786010138247,-0.08918127780866122,-0.03256930717418221,0.1343047926884824,0.230946878523187,0.3941030214237222
forest,slope_xu,63.93006896972656,-0.5082587599754333,0.5722987651824951,0.05530055984854698,0.17268775403499603,0.05719322149385934,-0.35416856265261626,-0.11543565668547605,-0.020495278186410552,0.1474245629785228,0.22738582823957051,0.39898046460092956
forest,slope_xu,0.006393285933881998,-0.14999154210090637,0.22515536844730377,0.04689599201083183,0.12260904163122177,-0.012648095397845128,-0.1383442532942278,-0.056349413688700695,-0.019995982354082318,0.17417269916326816,0.20476230073368953,0.2200571015189002
forest,slope_xu,83.3023452758789,-1.6262423992156982,0.9758803248405457,-0.04924040287733078,0.3631344735622406,0.015591570210672662,-1.1045917237079823,-0.3033383094233092,-0.15021084751491334,0.1250556778833701,0.24112181802102478,0.460239167400997
forest,slope_xu,66.200927734375,-0.8154110312461853,0.9104614853858948,0.10647550970315933,0.2724659740924835,0.1127854493794002,-0.5683731390691689,-0.18769040858140382,0.0012241049719605528,0.2527696717245644,0.42105154740999495,0.5617888658140505
forest,slope_xu,56.179141998291016,-0.20974573493003845,0.6065961718559265,0.12400544434785843,0.15538331866264343,0.09352481233222229,-0.1470794106029995,-0.037782297159401075,0.0180347998864282,0.21358121452982382,0.3308670512941556,0.41999694160248996
forest,slope_xu,79.87360382080078,-0.20571212470531464,0.4889927804470062,0.10904499888420105,0.13747337460517883,0.09130282389397337,-0.12381765794864456,-0.04412141635680026,0.007088395947573423,0.20445017158369724,0.2914466146165159,0.4192006230855333
grazing,slope_chopping,1031.4508056640625,0,0.019198192283511162,2.7919208150706254e-5,6.677467608824372e-4,1.8812174518407863e-17,9.406087259203933e-19,3.762434903681573e-18,9.406087259203931e-18,2.821826177761179e-17,3.3861914133134153e-17,3.668374031089533e-17
grazing,slope_chopping,767.3094482421875,-0.03331451117992401,0.029926594346761703,3.940720853279345e-5,0.0015951687237247825,-3.758489023019398e-4,-0.002170122208613344,-0.0018868158970904909,-0.001320203274044784,0.008318867108144307,0.016610036439461122,0.020755621105119526
grazing,slope_chopping,34.02299880981445,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,723.4639892578125,-0.03049124777317047,0.025167563930153847,8.078443352133036e-5,0.001927834120579064,0.0023105307066580414,-6.640865854803053e-4,-4.6382598089663324e-4,-6.330477172928912e-5,0.004863133934228632,0.006394695870770987,0.007160476839042165
grazing,slope_chopping,959.2386474609375,-0.03162055462598801,0.032185204327106476,1.109746954170987e-4,0.0028261973056942225,1.1036532978238649e-4,-2.189930673479098e-15,-1.7319448388946795e-15,-8.159731697258426e-16,3.474535463871391e-4,4.897064763499908e-4,5.608329413314165e-4
grazing,slope_chopping,783.91973876953125,-0.029926594346761703,0.032185204327106476,1.228555920533836e-4,0.0028808864299207926,1.4562454930601123e-4,-1.1134745896466638e-15,-9.070468419480778e-16,-4.941913465509062e-16,6.623990050437677e-4,9.724636784864217e-4,0.0011274960152077484
grazing,slope_chopping,2426.69970703125,-0.902944028377533,0.4901326298713684,-0.018619783222675323,0.09173626452684402,-1.563838244638394e-18,-0.26020905247314197,-0.10499890622331866,-1.2261951059203345e-17,1.7452927318895648e-16,0.03738137751528828,0.09566517158795261
grazing,slope_chopping,866.59881591796875,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,166.1479034423828,-0.032185204327106476,0.03049124777317047,8.469143358524889e-5,0.0045853108167648315,7.347993110364869e-18,-5.602223470898316e-4,-4.44021050310182e-4,-2.1161845675088273e-4,2.3545167013019427e-17,3.326347135461217e-17,0.007679929230871355
grazing,slope_chopping,512.5821533203125,0,0.040654998272657394,1.5917416021693498e-4,0.002100897952914238,0.0034126514055902034,1.7063257027951015e-4,6.825302811180406e-4,0.0017063257027951017,0.0051189771083853045,0.006142772530062365,0.006654670240900896
grazing,slope_chopping,2910.30224609375,-0.03162055462598801,0.054771315306425095,8.33789526950568e-4,0.005411623511463404,0.0013209456460018302,-0.0016164848379554334,4.745128514494472e-5,5.250116704662768e-4,0.002116879621537384,0.0025944400068587162,0.012360351147221149
grazing,slope_chopping,845.6474609375,-0.03162055462598801,0.05138339847326279,0.0010327278869226575,0.005628869868814945,5.443144079751998e-16,-5.208063666476507e-4,-3.33985976326482e-4,3.2586089198939384e-17,1.0560427267514603e-15,1.3630797180172166e-15,0.017443453280959045
grazing,slope_chopping,157.96388244628906,-0.012987012974917889,0.02540937252342701,-8.67047201609239e-5,0.001183903543278575,9.481122174514703e-18,-0.0038876328074744014,-0.0032696957037381714,-0.0020338214962657116,7.615022660438965e-16,1.2127149523655257e-15,1.43832129552634e-15
grazing,slope_chopping,43.39677047729492,-0.4981316328048706,0.1327967792749405,-0.03063030168414116,0.1151820570230484,-0.00921376854029643,-0.3197495443561815,-0.16628079865322476,-0.0737260754595551,0.04070634028669225,0.07743593582677709,0.12620671966372476
grazing,slope_chopping,618.6138916015625,-0.023150762543082237,0.08752117305994034,8.348647388629615e-4,0.005562583450227976,1.9704563739037181e-4,-1.0940594432617753e-15,-7.476792121837424e-16,-5.4918750027676535e-17,4.0393184678682117e-4,5.280635724246907e-4,0.01856949757532375
grazing,slope_chopping,17.41216468811035,0,0.04121965169906616,9.621023200452328e-4,0.004610775038599968,0.002681451210813999,1.3407256054069996e-4,5.362902421627998e-4,0.0013407256054069996,0.004022176816220999,0.004826612179465199,0.018411201407450947
grazing,slope_chopping,386.1383056640625,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,45.79013442993164,-0.01693958230316639,0.06437040865421295,0.008586481213569641,0.013389384374022484,0.0015591108028662863,-0.007727708726295098,-4.670505728970781e-4,3.1649786045776987e-4,0.015493612232957987,0.025628325682425034,0.04255097274027853
grazing,slope_chopping,389.7652587890625,-0.03896103799343109,0.06437040865421295,0.006667192559689283,0.014853536151349545,3.3895940816186934e-17,-0.022194282299973233,-0.006480902054004281,-8.248425191851417e-17,0.016182099746361894,0.02693635220824289,0.03911057828635257
grazing,slope_chopping,147.44247436523438,-0.023715414106845856,0.032749857753515244,2.0794606825802475e-4,0.0020979191176593304,4.545427697598985e-16,-1.2231542805453723e-15,-8.679407712836548e-16,-1.5751375276021995e-16,9.788318190355805e-16,1.29340524860099e-15,1.4506919633836946e-15
grazing,slope_chopping,750.95220947265625,-0.006211180239915848,0.018068887293338776,2.8925396691192873e-5,7.217299425974488e-4,0.0017018499823660575,-0.005744724076978472,-0.004345355588166345,-0.0015466186105420913,0.004247882439902672,0.005775501914424642,0.006539311651685625
grazing,slope_chopping,1440.6004638671875,-0.07509881258010864,0.1394692212343216,0.002290702424943447,0.013553923927247524,8.685179803815301e-18,-0.020947717063821217,-0.0048197246976509145,-1.443392398859726e-17,3.1352535565249955e-17,0.016311522417501063,0.03551842991857585
grazing,slope_chopping,1031.47900390625,-0.054771315306425095,0.11067193746566772,0.0030409947503358126,0.0154102249071002,1.472077862482516e-17,-0.027438463794599757,-0.012593682107406452,-7.519240778511793e-4,0.009135285588261086,0.022943316961038983,0.03713814374490909
grazing,slope_chopping,8449.1806640625,-0.1993224173784256,0.2518351078033447,0.007716618478298187,0.02105153352022171,1.858182442884808e-17,-0.011840959218866859,-6.770379294031309e-18,-1.0782653665902971e-18,0.005633008714215718,0.03232008250667683,0.06350132769064486
grazing,slope_chopping,86.581939697265625,-0.008469791151583195,0.032749857753515244,0.0016545093385502696,0.005982314236462116,0.0027865708722872463,-0.002515453608211495,-0.001265419566179934,6.369491879445099e-4,0.0049361925566299815,0.0064423603139977595,0.026635152891148327
grazing,slope_chopping,83.254974365234375,-0.03387916460633278,0.04686617851257324,0.004673833027482033,0.011259982362389565,0.002806180756519842,-0.00379090985375517,6.882015248615674e-5,0.0010953303789987888,0.004517031134040896,0.022557408253169816,0.032972797355263754
grazing,slope_chopping,160.2808074951172,-0.029926594346761703,0.03726708143949509,0.0015226831892505288,0.009672611020505428,8.956711531744486e-4,-0.024057510218250165,-0.0033759232445100228,-0.0011841762571078618,0.002220968145829097,0.012872966988676975,0.029507772100095
grazing,slope_chopping,108.99279022216797,-0.027103330940008163,0.03670242801308632,0.0049274093471467495,0.010598181746900082,6.902242935607786e-4,-0.014920904514219926,-0.006664153535722875,-2.844058104209183e-16,0.011549863850021555,0.019182081437206115,0.027894498945715638
grazing,slope_chopping,168.2163848876953,-0.03670242801308632,0.0440429151058197,0.0015712421154603362,0.0131139000877738,1.324255678417204e-4,-0.027745851176312102,-0.012518179735360653,-4.117106897894899e-16,0.004068132016633883,0.01895454650299221,0.03574752571894106
grazing,slope_chopping,183.2509765625,-0.01976284570991993,0.03444381803274155,-3.5273784305900335e-5,0.0017554654041305184,0.0013198521263632784,-0.01780555562314079,-0.011933685362803374,-1.8994484212854143e-4,0.0026526382501747877,0.0034523099244616936,0.0038521457616051457
grazing,slope_chopping,34.58515548706055,-0.006211180239915848,0.03444381803274155,0.0022686184383928776,0.007004606071859598,0.00157040035910488,-0.005323516477188843,-2.1033195467105582e-15,-4.454451070795264e-16,0.003442623001840197,0.011327298816978571,0.019056769008967925
grazing,slope_chopping,1810.7257080078125,-0.5996612310409546,0.36420100927352905,-0.0022731584031134844,0.08792772889137268,1.895079514467055e-16,-0.27338999800199887,-0.04198712105684098,-8.17745481809987e-16,0.010741561835442415,0.04973394057180421,0.17979460753525056
grazing,slope_chopping,494.8108825683594,-0.5798983573913574,0.5420666337013245,0.03361450880765915,0.16979171335697174,0.0422605071479958,-0.40841099507235107,-0.21669324525123407,-0.004320082241089757,0.13208537873750087,0.2192290739090845,0.3033959712492168
grazing,slope_chopping,212.00453186035156,-0.12083568423986435,0.31338226795196533,0.14101482927799225,0.07496996223926544,0.14000666094534256,0.008673630845631074,0.033616178552153604,0.08609381359024558,0.19768493314457986,0.23209205117764778,0.2768888239898965
grazing,slope_chopping,2067.402587890625,-0.35008469223976135,0.2590082585811615,0.008119259029626846,0.04478861764073372,1.9121428185036714e-17,-0.06792540425207914,-6.860277524032695e-16,-1.2562526892790943e-16,0.009944711025136338,0.05149859206890158,0.10717650230097295
grazing,slope_chopping,12485.119140625,-0.07848673313856125,0.33088651299476624,0.009665457531809807,0.024486923590302467,3.6109055405615516e-16,-9.668509598219468e-19,1.5011091948809244e-17,1.4479089023906397e-16,5.773902178732464e-16,0.040772491386735,0.08098206341568692
grazing,slope_chopping,1000.4608764648438,0,0.028797289356589317,4.4587017328012735e-5,0.0010376721620559692,0.007917008698672387,3.9585043493361934e-4,0.0015834017397344774,0.0039585043493361935,0.01187551304800858,0.014250615657610297,0.015438166962411156
grazing,slope_chopping,1659.1123046875,-0.004517221823334694,0.03105590119957924,1.049954371410422e-4,0.0014671091921627522,3.514106280315918e-17,-0.0028241077400200593,2.700670503764669e-18,1.4865817616037612e-17,5.541630799028075e-17,6.758145510255371e-17,7.366402865869016e-17
grazing,slope_chopping,682.1497802734375,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,2079.14501953125,-36.365970611572266,0.057594578713178635,-0.017448164522647858,0.7973507046699524,4.869037841326419e-5,-0.00722505499651633,-0.00514472981869059,-9.840794630391085e-4,1.054332746975719e-4,1.3947901246815655e-4,1.5650188135344883e-4
grazing,slope_chopping,23.220935821533203,0,0.04686617851257324,0.0029391038697212934,0.007703221403062344,0.005518235770404125,2.759117885202062e-4,0.0011036471540808248,0.0027591178852020624,0.008277353655606187,0.019741639670362875,0.02519270089074192
grazing,slope_chopping,1094.781005859375,-0.011293054558336735,0.03331451117992401,2.2382209135685116e-4,0.0021787050645798445,2.5124222822440226e-4,-0.0017616177560493016,-2.1402670560417966e-4,9.003564776986073e-5,4.124488086789438e-4,5.091727569516687e-4,5.575347310880312e-4
grazing,slope_chopping,1123.1126708984375,-0.03162055462598801,0.04178430140018463,8.804494282230735e-4,0.004698240663856268,0.0012461725259047516,-9.608185354201777e-4,-3.4676753449251654e-4,3.7507876006182635e-4,0.0021172662917476773,0.0026399225512534325,0.01834803841121512
grazing,slope_chopping,375.6612854003906,-0.010163749568164349,0.018633540719747543,1.2944525224156678e-4,0.0016016822773963213,1.429328215493365e-17,-0.002499845183806043,-0.001426058266297908,2.3978824658411224e-18,2.6188681844026178e-17,3.332592165748169e-17,3.689454156420945e-17
grazing,slope_chopping,315.3278503417969,-0.008469791151583195,0.023715414106845856,3.2649951754137874e-4,0.00255726114846766,2.1972052370989562e-4,-0.004518675187979637,-0.0025724423689456174,3.714857087167784e-5,4.0229247654811337e-4,5.11835648251044e-4,0.002591954203000354
grazing,slope_chopping,201.28292846679688,-0.01976284570991993,0.013551665470004082,-0.0010937986662611365,0.0038831797428429127,-6.187522088572277e-4,-0.01507726823452914,-0.003062153883496198,-0.001309810581746069,1.1165659595344453e-4,7.519441279112272e-4,0.0010720878938901186
grazing,slope_chopping,316.6703186035156,-0.019198192283511162,0.032749857753515244,-1.8137333972845227e-4,0.0033568500075489283,-8.611079677917945e-5,-0.008357311295357342,-0.005285715309897946,-0.0033358636174784084,4.405498670578993e-16,7.120745520200928e-16,8.478368945011892e-16
grazing,slope_chopping,1037.792236328125,-0.03670242801308632,0.018068887293338776,4.926071051158942e-5,0.001549513777717948,4.636633538517425e-4,-0.005300855148001255,-0.0041587536370719545,-0.001874550615213353,0.0013770969147891498,0.0019251570513515942,0.0021991871196328163
grazing,slope_chopping,321.3716125488281,-0.02540937252342701,0.05251270532608032,0.0018942770548164845,0.006967029068619013,0.0017116354869009393,-0.005974506912603343,3.168459735065097e-5,6.616661809320091e-4,0.0027616047928698696,0.00388781321367193,0.02615055086767479
grazing,slope_chopping,364.08197021484375,0,0.032749857753515244,2.946699387393892e-4,0.002972368150949478,0.005133574977332223,2.566787488666112e-4,0.0010267149954664447,0.0025667874886661115,0.007700362465998335,0.009240434959198003,0.010010471205797835
grazing,slope_chopping,5.703840732574463,-0.03896103799343109,0.05251270532608032,0.017319591715931892,0.01709887571632862,0.01870115725462966,-0.016327011876570072,-0.005736082822432453,0.008254246647384396,0.033201262215803995,0.036104769190586604,0.03833931257950057
grazing,slope_chopping,110.3868637084961,-0.002258610911667347,0.032749857753515244,1.8494781397748739e-4,0.002568282186985016,0.005318781354406825,-0.0020911645864155476,-0.0015888256106601493,-5.841476591493529e-4,0.013487153869942254,0.01838817737926351,0.02083868913392414
grazing,slope_chopping,125.69645690917969,-0.007905138656497002,0.026538679376244545,-3.298020237707533e-5,0.0011068567400798202,-1.4368638345980885e-4,-5.548305770673331e-4,-4.899130728135135e-4,-3.600780643058742e-4,7.147249647095762e-4,0.0019910600490803503,0.002629227591265738
grazing,slope_chopping,937.07843017578125,-0.032749857753515244,0.06437040865421295,0.002506725490093231,0.008606486022472382,2.3240122786510726e-4,-0.003052762076545412,-4.0189454519603e-4,-2.3370059068929423e-5,4.737426926136945e-4,0.013049830720261701,0.029571893225907055
grazing,slope_chopping,1348.474609375,-0.2858298420906067,0.2995794117450714,0.01361653208732605,0.05788566544651985,8.941038707549846e-5,-0.12358164813788926,-0.01803476458679623,-7.412330948976543e-5,0.026066505792282573,0.08183043389034333,0.1564337381791037
grazing,slope_chopping,74.51766204833984,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,1304.109619140625,-0.14793901145458221,0.14963297545909882,0.005466260015964508,0.019492419436573982,1.6312714844559773e-17,-0.019277919814081126,-9.541198304516371e-16,-2.6341150279565097e-16,3.7465603791069724e-17,0.02766681152224743,0.061799558707290356
grazing,slope_chopping,261.7742004394531,0,0.028797289356589317,2.9704513053729897e-6,2.924587461166084e-4,0.014398644678294659,7.199322339147329e-4,0.0028797289356589316,0.007199322339147329,0.021597967017441988,0.025917560420930387,0.02807735712267458
grazing,slope_chopping,1491.1484375,-0.03896103799343109,0.07735742628574371,3.4492864506319165e-4,0.0034719437826424837,1.5025152938966912e-17,-1.4811573455191252e-15,-7.609231102012883e-16,3.3146726967981166e-18,2.6735633181135707e-17,3.3761921326436984e-17,3.727506539908762e-17
grazing,slope_chopping,1340.887451171875,-0.035573121160268784,0.0440429151058197,-9.456149200559594e-6,7.235856610350311e-4,-4.239957522138749e-4,-0.0016314036918779538,-0.0014407603329836256,-0.0010594736151949692,0.01099731857421644,0.030824676493178407,0.040738355452659365
grazing,slope_chopping,148.31002807617188,-0.002258610911667347,0.02766798436641693,0.0012379641411826015,0.005065849516540766,1.6555463943840462e-17,-0.0014664209232641864,-6.666054510901397e-4,4.291841942816672e-18,2.8819085944864254e-17,3.617725914547853e-17,0.02297994187901559
grazing,slope_chopping,158.72596740722656,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,788.8125,-0.01693958230316639,0.03726708143949509,4.616758378688246e-4,0.003695610212162137,1.854253603525971e-4,-5.30739429404924e-4,-3.689345634219753e-4,-4.5324831456078156e-5,3.878627705773038e-4,5.093252167121278e-4,0.007591437854195692
grazing,slope_chopping,240.4408416748047,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,59.66289520263672,-0.03331451117992401,0.03387916460633278,0.0013491036370396614,0.007008623797446489,0.0010286719184888012,-0.006129511847799823,-0.0028156890477781093,2.6391466339853784e-4,0.0017934291735790646,0.0022522835266332226,0.021596558303586165
grazing,slope_chopping,5202.85205078125,-0.17745065689086914,0.38159170746803284,0.011282061226665974,0.037244826555252075,3.2834448660137506e-19,-0.022252184076055476,-1.1498350777750017e-17,-1.345717054673541e-18,6.850581002669671e-19,0.04435364125841461,0.12792342894712722
grazing,slope_chopping,1047.16748046875,-0.6172759532928467,0.1040116474032402,-0.027088496834039688,0.09496849775314331,-5.168240511924819e-5,-0.36526347140122983,-0.05786529764244482,-1.4399372199440448e-4,2.6637856693915033e-16,0.004919192135898386,0.029029901312070724
grazing,slope_chopping,15.65514087677002,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,658.44427490234375,-0.41897234320640564,0.1560983508825302,-0.011326009407639503,0.054770100861787796,-9.298777265382137e-5,-0.12792049070383366,-0.0451040588779285,-0.008688019928901116,1.5876093785358412e-16,0.02230730974018586,0.05145335772909906
grazing,slope_chopping,40.35752487182617,0,0.03105590119957924,0.0017812266014516354,0.006606163922697306,0.00243002863471248,1.2150143173562399e-4,4.8600572694249596e-4,0.00121501431735624,0.0036450429520687197,0.004374051542482464,0.02596334021865522
grazing,slope_chopping,95.0728988647461,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,235.17965698242188,-0.014680971391499043,0.0722755491733551,9.03006992302835e-4,0.006227383390069008,1.5665274936734567e-17,-0.0015335213808736364,-7.812679134378797e-4,3.506843947483224e-18,2.782370592598591e-17,3.5118764519536715e-17,0.018733106268620778
grazing,slope_chopping,91.92730712890625,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,1644.11865234375,0,0.03049124777317047,2.4384095013374463e-5,7.879906333982944e-4,0.004803930903243883,2.4019654516219417e-4,9.607861806487767e-4,0.0024019654516219415,0.007205896354865825,0.00864707562583899,0.009367665261325571
grazing,slope_chopping,59.365333557128906,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,593.611328125,0,0.028797289356589317,7.704851304879412e-5,0.0013691144995391369,0.008491247735481416,4.245623867740708e-4,0.0016982495470962832,0.004245623867740708,0.012736871603222124,0.015284245923866551,0.016557933084188757
grazing,slope_chopping,434.00335693359375,0,0,0,0,0,0,0,0,0,0,0
grazing,slope_chopping,193.09771728515625,0,0,0,0,0,0,0,0,0,0,0
